id,type,category,name,amenity,shop,leisure,highway,railway,public_transport,addr_street,addr_housenumber,addr_city,phone,website,opening_hours,lat,lon
217691448,way,parks,Columbus Manor Park,,,park,,,,,,,,,,41.7109109,-87.7722261
217691450,way,parks,Memorial Park,,,park,,,,,,,,,,41.7061295,-87.7636188
217693611,way,parks,,,,park,,,,,,,,,,41.7022143,-87.7809554
217693613,way,parks,,,,playground,,,,,,,,,,41.7018547,-87.7739611
217693615,way,parks,,,,playground,,,,,,,,,,41.7021345,-87.7810856
217695983,way,parks,,,,playground,,,,,,,,,,41.7002779,-87.7640224
217695984,way,parks,,,,playground,,,,,,,,,,41.6972327,-87.7651379
217695987,way,parks,Commissioners Park,,,park,,,,,,,,,,41.6974691,-87.7633745
217695990,way,parks,,,,playground,,,,,,,,,,41.6970999,-87.76468
217699908,way,parks,,,,playground,,,,,,,,,,41.6971434,-87.7497836
218186046,way,parks,Luella Park,,,park,,,,South Luella Avenue,10021,Chicago,,https://www.chicagoparkdistrict.com/parks/Luella-Playlot-Park/,,41.712737,-87.5675959
218186048,way,parks,,,,playground,,,,,,,,,,41.712638,-87.5676213
218387995,way,parks,Francis Vernon Krause Park,,,park,,,,South Avenue L,10556,Chicago,,https://www.chicagoparkdistrict.com/parks/Krause-Playlot-Park/,,41.7029022,-87.5368379
218387998,way,parks,Langley Park,,,park,,,,East 113th Street,700,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/langley-ester-gunderson-park,,41.6898374,-87.6056564
218388002,way,parks,Marlene Wesolek Park,,,park,,,,South Avenue M,13407,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/wesolek-marlene-park,,41.6515871,-87.5371114
218388007,way,parks,Patrick King-Anthony Lockhart Park,,,park,,,,South Western Avenue,10609,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/king-lockhart-park/,,41.7002626,-87.6810356
218388008,way,parks,Pine Park,,,park,,,,South Oglesby Avenue,9507,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/pine-park,,41.7223211,-87.5655768
218388010,way,parks,Ridge Park Wetlands,,,nature_reserve,,,,South Wood Street,9516,Chicago,,,,41.7202284,-87.6679778
218399138,way,parks,,,,playground,,,,,,,,,,41.7156119,-87.5601554
218399149,way,parks,,,,playground,,,,,,,,,,41.7131626,-87.5641072
218399161,way,parks,,,,playground,,,,,,,,,,41.7058064,-87.5637372
218399164,way,parks,,,,playground,,,,,,,,,,41.7036494,-87.5652268
218399169,way,parks,,,,playground,,,,,,,,,,41.7182667,-87.5643395
218399665,way,parks,,,,playground,,,,,,,,,,41.709684,-87.5661184
218817259,way,parks,Millennium Park,,,park,,,,,,,,,,41.5509505,-87.6733364
219201851,way,parks,,,,playground,,,,,,,,,,41.7147352,-87.6178392
219201870,way,parks,,,,playground,,,,,,,,,,41.7209754,-87.6213475
219204078,way,parks,,,,playground,,,,,,,,,,41.7168782,-87.5966802
219204088,way,parks,,,,playground,,,,,,,,,,41.7169323,-87.5960876
219386666,way,parks,,,,playground,,,,,,,,,,41.7016562,-87.6480767
219817187,way,parks,,,,playground,,,,,,,,,,41.6981177,-87.5333361
219817197,way,parks,,,,playground,,,,,,,,,,41.6987505,-87.5428524
219840809,way,parks,,,,playground,,,,,,,,,,41.7029101,-87.5368304
219842989,way,parks,,,,playground,,,,,,,,,,41.7157802,-87.5301062
220095115,way,parks,,,,playground,,,,,,,,,,41.6641978,-87.6387821
220292076,way,parks,,,,playground,,,,,,,,,,41.6344165,-87.6617393
220292405,way,parks,,,,playground,,,,,,,,,,41.628747,-87.6515088
220292602,way,parks,,,,playground,,,,,,,,,,41.630402,-87.7023319
220292607,way,parks,Memorial Park,,,park,,,,,,,,,,41.6309834,-87.700974
220819327,way,parks,,,,playground,,,,,,,,,,41.6552285,-87.5437553
220820435,way,parks,,,,playground,,,,,,,,,,41.6569439,-87.5515386
221454424,way,parks,,,,playground,,,,,,,,,,41.7002186,-87.8102353
221454425,way,parks,Michael Park,,,park,,,,,,,,,,41.7002706,-87.8100944
221454426,way,parks,,,,playground,,,,,,,,,,41.7001126,-87.809979
222975160,way,parks,Indian Boundary Park,,,park,,,,,,,,https://bolingbrookparks.org/park/indian-boundary-park/,,41.7094056,-88.114298
223351163,way,parks,Heritage Village,,,park,,,,West 2nd Street,249,Lockport,,,,41.5968624,-88.0557879
224204624,way,parks,Tolentine Park,,,park,,,,,,,,,,41.5143268,-87.7094499
224204628,way,parks,,,,playground,,,,,,,,,,41.5143741,-87.7099543
224290188,way,parks,Allemong Park,,,park,,,,,,,,,,41.5200898,-87.7657418
224290232,way,parks,Woodgate Park,,,park,,,,,,,,,,41.5238052,-87.7532062
224310445,way,parks,,,,playground,,,,,,,,,,41.511622,-87.7239712
224314764,way,parks,Oakwood Park,,,park,,,,,,,,,,41.5120864,-87.7243754
224315262,way,parks,,,,playground,,,,,,,,,,41.5218932,-87.7281176
224607956,way,parks,Lincoln Meadows Park,,,park,,,,,,,,,,41.5050301,-87.8571196
224648873,way,parks,Marycrest Park,,,park,,,,,,,,,,41.5549732,-87.7367164
224810403,way,parks,,,,playground,,,,,,,,,,41.7327399,-87.6018327
224810405,way,parks,,,,playground,,,,,,,,,,41.7391948,-87.6009085
226111121,way,parks,,,,playground,,,,,,,,,,41.736902,-88.0513661
228145796,way,parks,,,,playground,,,,,,,,,,41.7401264,-87.7495392
229028706,way,parks,,,,playground,,,,,,,,,,41.6568357,-87.5957935
229028708,way,parks,,,,playground,,,,,,,,,,41.6557361,-87.5951604
229030561,way,parks,,,,playground,,,,,,,,,,41.6573157,-87.6148094
229030566,way,parks,,,,playground,,,,,,,,,,41.6572767,-87.6149769
229030572,way,parks,,,,playground,,,,,,,,,,41.6549206,-87.6147884
229031058,way,parks,,,,playground,,,,,,,,,,41.6530644,-87.6062319
229339886,way,parks,,,,playground,,,,,,,,,,41.7030383,-87.6022555
229339900,way,parks,,,,playground,,,,,,,,,,41.7026798,-87.607208
229478009,way,parks,,,,playground,,,,,,,,,,41.6689809,-87.6341896
229731721,way,parks,William W. Powers State Recreation Area,,,park,,,,South Avenue O,12949,Chicago,,https://dnr.illinois.gov/parks/park.williamwpowers.html,,41.6629746,-87.5322686
230353560,way,parks,,,,playground,,,,,,,,,,41.6424738,-87.6078369
230487475,way,parks,,,,playground,,,,,,,,,,41.688533,-87.6093028
230487480,way,parks,,,,playground,,,,,,,,,,41.689419,-87.6056278
231388084,way,parks,Burnside Park,,,park,,,,South Greenwood Avenue,9400,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/burnside-ambrose-park,,41.7244258,-87.5983495
232266784,way,parks,,,,playground,,,,,,,,,,41.7156274,-87.5532467
232289947,way,parks,,,,playground,,,,,,,,,,41.7151004,-87.533024
232292370,way,parks,,,,playground,,,,,,,,,,41.7222587,-87.5656899
232292386,way,parks,,,,playground,,,,,,,,,,41.7223478,-87.5654903
232591345,way,parks,Lan-Oak Park,,,park,,,,,,,,,,41.5701536,-87.555184
232591354,way,parks,VanLaten Park,,,park,,,,,,,,,,41.5620548,-87.5739718
232591357,way,parks,,,,playground,,,,,,,,,,41.5624062,-87.5736754
232591359,way,parks,Whitman Park,,,park,,,,,,,,,,41.5655099,-87.5721126
232591366,way,parks,,,,playground,,,,,,,,,,41.5689133,-87.5555243
232591369,way,parks,,,,playground,,,,,,,,,,41.5654274,-87.5721577
232592467,way,parks,Oakley Park,,,park,,,,,,,,,,41.5611863,-87.5530705
232629744,way,parks,Lions Park,,,park,,,,,,,,,,41.574896,-87.5315322
232629756,way,parks,Winterhoff Park,,,park,,,,,,,,,,41.5684868,-87.5381187
232629770,way,parks,Bock Park,,,park,,,,,,,,,,41.576535,-87.543154
232629774,way,parks,,,,playground,,,,,,,,,,41.5760498,-87.5434911
232629782,way,parks,,,,playground,,,,,,,,,,41.5752812,-87.5317428
232951949,way,parks,,,,playground,,,,,,,,,,41.6834431,-87.804852
233049713,way,parks,,,,playground,,,,,,,,,,41.7044221,-87.6393303
233052054,way,parks,,,,playground,,,,,,,,,,41.6969268,-87.6391335
233169790,way,parks,Burnham Park,,,park,,,,South Green Bay Avenue,,Burnham,,,,41.6432299,-87.5444424
233169794,way,parks,,,,playground,,,,,,,,,,41.6414545,-87.5407376
233174028,way,parks,,,,playground,,,,,,,,,,41.7390958,-87.5823068
233445355,way,parks,,,,playground,,,,,,,,,,41.7223558,-87.7830618
233685358,way,parks,Volunteer Park,,,park,,,,,,,,,,41.7104521,-87.837607
233685359,way,parks,,,,playground,,,,,,,,,,41.710678,-87.8380302
233830704,way,parks,Penney Park,,,park,,,,,,,,,,41.680717,-87.7852577
233831454,way,parks,Moore Park,,,park,,,,,,,,,,41.6932764,-87.7942479
233831455,way,parks,,,,playground,,,,,,,,,,41.6930306,-87.7948218
233832591,way,parks,,,,playground,,,,,,,,,,41.6961107,-87.7882785
233832597,way,parks,Peaks Park,,,park,,,,,,,,,,41.6966892,-87.7871529
233834969,way,parks,,,,playground,,,,,,,,,,41.6920477,-87.8030476
233834974,way,parks,Worthwoods Park,,,park,,,,,,,,,,41.6921101,-87.8028135
233930695,way,parks,,,,playground,,,,,,,,,,41.6503627,-87.6756099
234180957,way,parks,Worthbrook Park,,,park,,,,,,,,,,41.7299453,-87.7778052
234183183,way,parks,,,,playground,,,,,,,,,,41.7299274,-87.7787077
234183190,way,parks,,,,playground,,,,,,,,,,41.7297215,-87.779417
234243615,way,parks,,,,playground,,,,,,,,,,41.6816601,-87.6478471
234243617,way,parks,,,,playground,,,,,,,,,,41.6811159,-87.6479155
234243638,way,parks,,,,playground,,,,,,,,,,41.6815354,-87.6477027
234243639,way,parks,,,,playground,,,,,,,,,,41.6810267,-87.6550678
234244795,way,parks,,,,playground,,,,,,,,,,41.6833443,-87.6545976
234249425,way,parks,,,,playground,,,,,,,,,,41.6773575,-87.6351192
234249426,way,parks,,,,playground,,,,,,,,,,41.6773615,-87.6348873
234724833,way,parks,Schussler Park,,,park,,,,,,,,,,41.6264884,-87.8370649
234724849,way,parks,,,,playground,,,,,,,,,,41.6256052,-87.8365004
235297992,way,parks,,,,garden,,,,,,,,,,41.6268724,-87.7439923
235556695,way,parks,,,,playground,,,,,,,,,,41.6680319,-87.6580306
235556697,way,parks,,,,playground,,,,,,,,,,41.6680602,-87.6558983
235556713,way,parks,,,,playground,,,,,,,,,,41.6673144,-87.657586
235789202,way,parks,,,,playground,,,,,,,,,,41.6727109,-87.6497157
235789206,way,parks,,,,playground,,,,,,,,,,41.6724425,-87.650446
235789212,way,parks,,,,playground,,,,,,,,,,41.6728946,-87.6499575
235885510,way,parks,,,,playground,,,,,,,,,,41.697914,-87.8296678
235885511,way,parks,Loveland Park,,,park,,,,,,,,,,41.6980071,-87.8292158
235885513,way,parks,,,,playground,,,,,,,,,,41.698054,-87.8294142
235940465,way,parks,Heather's Playground,,,playground,,,,,,,,,,41.730463,-87.7496012
236148239,way,parks,Riverview Park,,,park,,,,,,,,,,41.6070515,-87.5932189
236148240,way,parks,,,,playground,,,,,,,,,,41.6085338,-87.5859796
236148241,way,parks,Pacesetter Park,,,park,,,,,,,,,,41.6075437,-87.5877489
236148247,way,parks,Little Calumet Park,,,park,,,,,,,,,,41.608224,-87.5847937
236148249,way,parks,Gouwens Park,,,park,,,,,,,,,,41.6061424,-87.5845231
236152307,way,parks,,,,playground,,,,,,,,,,41.605102,-87.6060371
236152310,way,parks,,,,playground,,,,,,,,,,41.6048576,-87.6060277
236152314,way,parks,Veterans Park,,,park,,,,,,,,,,41.6055005,-87.6054319
236362206,way,parks,,,,playground,,,,,,,,,,41.5904549,-87.5242083
236362223,way,parks,Indi-Illi Park,,,park,,,,,,Hammond,,,,41.5905884,-87.5240488
236670262,way,parks,,,,playground,,,,,,,,,,41.6127553,-87.5447422
237067530,way,parks,,,,playground,,,,,,,,,,41.5959907,-87.5875573
237067597,way,parks,,,,playground,,,,,,,,,,41.5976776,-87.5701874
237162919,way,parks,,,,playground,,,,,,,,,,41.6075329,-87.5865644
237426173,way,parks,Finneran Park,,,park,,,,,,Calumet City,,,,41.5918161,-87.5332924
237426177,way,parks,,,,playground,,,,,,,,,,41.5913274,-87.5336444
237899355,way,parks,,,,playground,,,,,,,,,,41.6176413,-87.5316121
238150312,way,parks,,,,playground,,,,,,,,,,41.6828582,-88.1234769
238150314,way,parks,,,,playground,,,,,,,,,,41.682868,-88.1231741
238944944,way,parks,,,,playground,,,,,,,,,,41.7163784,-87.6373296
238944949,way,parks,,,,playground,,,,,,,,,,41.715902,-87.6384401
239339925,way,parks,Winding Creek Park,,,park,,,,,,,,https://www.napervilleparks.org/parks/winding-creek-park,,41.7402824,-88.1395641
239359402,way,parks,,,,playground,,,,,,,,,,41.5987278,-87.5453531
239360248,way,parks,,,,playground,,,,,,,,,,41.598468,-87.543525
239361376,way,parks,,,,playground,,,,,,,,,,41.5898912,-87.5406505
239365782,way,parks,,,,playground,,,,,,,,,,41.7277529,-87.6552233
240551066,way,parks,Hampton Park,,,park,,,,,,,,,,41.6501207,-88.090785
240551322,way,parks,Hassert Park,,,park,,,,,,,,,,41.6501746,-88.1023281
240551340,way,parks,Lakewood Estates West Park,,,park,,,,,,,,,,41.6502028,-88.1047115
240551383,way,parks,Haley Meadows Park,,,park,,,,,,,,,,41.6519896,-88.1066986
240551661,way,parks,Deer Crossing Park,,,park,,,,,,,,,,41.6421875,-88.1112538
241071469,way,parks,,,,playground,,,,,,,,,,41.6948859,-87.6427755
241111284,way,parks,Robichaux Park,,,park,,,,South Eggleston Avenue,9247,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/robichaux-joseph-park,,41.7265779,-87.6343257
241228889,way,parks,,,,playground,,,,,,,,,,41.6183292,-87.5663086
241408890,way,parks,,,,playground,,,,,,,,,,41.688698,-87.6854729
241412087,way,parks,,,,playground,,,,,,,,,,41.7067205,-87.646245
241412090,way,parks,,,,playground,,,,,,,,,,41.7065968,-87.6462633
241871103,way,parks,,,,playground,,,,,,,,,,41.7273106,-87.5640777
242124180,way,parks,,,,playground,,,,,,,,,,41.6448391,-87.6247531
242286962,way,parks,Clara D. Schafer Park,,,park,,,,South Green Bay Avenue,8900,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/schafer-clara-d-park,,41.7319567,-87.5415988
242795278,way,parks,,,,playground,,,,,,,,,,41.7060896,-87.5637636
243466791,way,parks,Town Center Park,,,park,,,,,,,,,,41.6168576,-87.9685104
243739736,way,parks,Steelworkers Park,,,park,,,,East 87th Street,3750,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/steelworkers-park,,41.7372908,-87.5300773
245283652,way,parks,,,,playground,,,,,,,,,,41.5877426,-87.6084781
245283653,way,parks,Papoose Park,,,park,,,,,,,,,,41.5862853,-87.6116993
245283655,way,parks,,,,playground,,,,,,,,,,41.5862669,-87.611686
245283658,way,parks,Dahlenburg Park,,,park,,,,,,,,,,41.5881462,-87.6085
245286426,way,parks,,,,playground,,,,,,,,,,41.5827512,-87.5810298
245286432,way,parks,Vollbrecht Park,,,park,,,,,,,,,,41.5827482,-87.5808239
245286433,way,parks,,,,playground,,,,,,,,,,41.58972,-87.5897783
247352466,way,parks,,,,playground,,,,,,,,,,41.5813095,-87.8378702
247352467,way,parks,,,,playground,,,,,,,,,,41.5877456,-87.8293843
247352471,way,parks,Buedingen Park,,,park,,,,,,,,,,41.5879821,-87.8284352
247528588,way,parks,,,,playground,,,,,,,,,,41.5107189,-88.2329216
247533829,way,parks,Hampton Glen,,,park,,,,,,,,,,41.5496883,-88.2051776
252225860,way,parks,Water Tower Park,,,park,,,,,,,,,,41.3434671,-87.6319613
252225862,way,parks,Depot Park,,,park,,,,,,,,,,41.3434259,-87.6305901
252225863,way,parks,,,,playground,,,,,,,,,,41.3435315,-87.6318561
254754132,way,parks,,,,playground,,,,,,,,,,41.7344248,-88.2574182
255369091,way,parks,Palmer Park,,,park,,,,,,,,,,41.6671038,-87.7995829
255369092,way,parks,,,,playground,,,,,,,,,,41.6673855,-87.7993133
255485361,way,parks,,,,playground,,,,,,,,,,41.7271376,-88.2603004
255487301,way,parks,Four Pointes Park,,,park,,,,,,,,,,41.7251474,-88.2661534
255487306,way,parks,,,,playground,,,,,,,,,,41.7253678,-88.2666466
255631806,way,parks,,,,playground,,,,,,,,,,41.7123565,-88.2431493
255631809,way,parks,,,,playground,,,,,,,,,,41.7123608,-88.2424933
256745385,way,parks,,,,playground,,,,,,,,,,41.6714707,-88.1361163
256745386,way,parks,Sunset Park,,,park,,,,Waterside Drive,1500,Bolingbrook,,https://bolingbrookparks.org/park/sunset-park/,,41.6710094,-88.1363748
256745390,way,parks,Lily Cache Sports Fields,,,park,,,,,,,,https://bolingbrookparks.org/park/lily-cache-sports-fields/,,41.6810718,-88.1290434
256925437,way,parks,Springbrook Prairie,,,nature_reserve,,,,,,,,,,41.7365062,-88.1757472
256925439,way,parks,Summerfield Lake Park,,,park,,,,Skylane Drive,2003,Naperville,,https://www.napervilleparks.org/parks/summefieldlake,,41.7295722,-88.202228
258033706,way,parks,,,,playground,,,,,,,,,,41.7390441,-88.1329592
258033708,way,parks,,,,playground,,,,,,,,,,41.7398764,-88.1334266
258272054,way,parks,,,,playground,,,,,,,,,,41.7301334,-88.1437982
258272058,way,parks,Spring-Field Park,,,park,,,,,,,,https://www.napervilleparks.org/parks/spring-field-park,,41.7301285,-88.1428811
258274734,way,parks,,,,playground,,,,,,,,,,41.7311194,-88.140018
258399682,way,parks,,,,playground,,,,,,,,,,41.7267453,-88.149206
258399725,way,parks,Willowgate Square,,,park,,,,Travelaire Avenue,408,Naperville,,https://www.napervilleparks.org/parks/willowgatesquare,,41.7265477,-88.149052
258404761,way,parks,,,,playground,,,,,,,,,,41.7260896,-88.1370871
261310403,way,parks,,,,playground,,,,,,,,,,41.6391777,-87.848892
262579031,way,parks,Patriots Park,,,park,,,,,,,,,,41.5505884,-87.6476974
262582209,way,parks,Highland Park,,,park,,,,,,,,,,41.5309665,-87.6860344
262582210,way,parks,,,,playground,,,,,,,,,,41.5309242,-87.6860674
262596555,way,parks,,,,playground,,,,,,,,,,41.4728597,-87.695734
262599038,way,parks,Smith Memorial Park,,,park,,,,,,,,,,41.5048708,-87.6557392
262599085,way,parks,,,,playground,,,,,,,,,,41.4882485,-87.6405678
262600600,way,parks,,,,playground,,,,,,,,,,41.4582226,-87.6394135
262600601,way,parks,,,,playground,,,,,,,,,,41.4605251,-87.639367
262678846,way,parks,,,,playground,,,,,,,,,,41.4504744,-87.6568336
262679729,way,parks,Shabbona Park,,,park,,,,,,,,,,41.4688551,-87.6897814
262679755,way,parks,,,,playground,,,,,,,,,,41.4683424,-87.6964245
262683010,way,parks,,,,playground,,,,,,,,,,41.4785168,-87.7375483
262685782,way,parks,,,,playground,,,,,,,,,,41.497159,-87.8791648
262717414,way,parks,,,,playground,,,,,,,,,,41.5254477,-87.8857392
262717421,way,parks,,,,playground,,,,,,,,,,41.5324478,-87.8953054
262725591,way,parks,,,,playground,,,,,,,,,,41.5619653,-87.8087915
262727374,way,parks,,,,playground,,,,,,,,,,41.5849952,-87.7782854
262727379,way,parks,Lewis Park,,,park,,,,,,,,,,41.5854442,-87.7778052
262728789,way,parks,,,,playground,,,,,,,,,,41.595238,-87.7202425
262729749,way,parks,,,,playground,,,,,,,,,,41.5945428,-87.7048282
262748001,way,parks,McNeil Park,,,park,,,,,,,,,,41.6052902,-87.7010876
262748002,way,parks,,,,playground,,,,,,,,,,41.6049729,-87.7010503
262748010,way,parks,,,,park,,,,,,,,,,41.6224069,-87.7155238
262750410,way,parks,Kostner Park,,,park,,,,,,,,,,41.6189331,-87.7284784
262750421,way,parks,,,,playground,,,,,,,,,,41.6204096,-87.7457223
262750426,way,parks,,,,playground,,,,,,,,,,41.6208564,-87.7513076
262750428,way,parks,Heritage Park,,,park,,,,,,,,,,41.6204884,-87.7511928
262753683,way,parks,Bettenhausen Park,,,park,,,,,,,,,,41.5918563,-87.8060573
262753688,way,parks,,,,playground,,,,,,,,,,41.5923612,-87.8058326
262753691,way,parks,,,,playground,,,,,,,,,,41.5791677,-87.8160667
262755206,way,parks,,,,playground,,,,,,,,,,41.5760773,-87.8421619
262765707,way,parks,A F Hill Park,,,park,,,,,,,,,,41.5544607,-88.0650433
262765716,way,parks,,,,playground,,,,,,,,,,41.5551297,-88.0638148
264527852,way,parks,,,,playground,,,,,,,,,,41.5043546,-88.0783787
264588757,way,parks,Centennial Park,,,park,,,,,,,,,,41.5862968,-87.8049831
264588777,way,parks,Tharp Park,,,park,,,,,,,,https://tinleyparkdistrict.org/,sunrise-sunset,41.5699223,-87.8085812
265844209,way,parks,Dolton Park,,,park,,,,,,,,,,41.6286437,-87.6044266
265890775,way,parks,,,,playground,,,,,,,,,,41.4996019,-87.8281207
272529969,way,parks,Centennial Park,,,park,,,,,,,,,,41.6051569,-87.8694182
272916072,way,parks,Sunshine Park,,,park,,,,,,,,,,41.7358271,-87.9475194
281979663,way,parks,Chicago Gaelic Park,,,park,,,,147th Street,6119,Oak Forest,,https://chicagogaelicpark.com/,,41.6221973,-87.7685
281979665,way,parks,,,,garden,,,,,,,,,,41.6234556,-87.7703614
281979666,way,parks,,,,garden,,,,,,,,,,41.6228139,-87.7704734
283632183,way,parks,Oakridge Parkway,,,park,,,,East 87th Street,478,Naperville,,https://napervilleparks.org/location/oakridgeparkway,,41.7281372,-88.1222805
283632185,way,parks,,,,playground,,,,,,,,,,41.7279043,-88.1220657
285134339,way,parks,Palisades Park,,,park,,,,,,,,,sunrise-sunset,41.7246332,-87.9254372
285135379,way,parks,,,,playground,,,,,,,,,,41.7248934,-87.9240804
288070115,way,parks,Indian Chase Meadows Park,,,park,,,,,,,,https://bolingbrookparks.org/park/indian-chase-meadows-park/,,41.6884169,-88.1355786
295949943,way,parks,,,,playground,,,,,,,,,,41.5943905,-88.0596498
295949949,way,parks,,,,playground,,,,,,,,,,41.5647423,-88.0162244
299400449,way,parks,,,,park,,,,,,,,,,41.6287029,-87.6863009
300675019,way,parks,,,,playground,,,,,,,,,,41.7046423,-87.6238606
300675074,way,parks,,,,playground,,,,,,,,,,41.7122415,-87.6403139
302012695,way,parks,,,,playground,,,,,,,,,,41.734527,-87.6396699
302012703,way,parks,,,,playground,,,,,,,,,,41.7386802,-87.6458779
302012711,way,parks,,,,playground,,,,,,,,,,41.7338786,-87.6476978
307090922,way,parks,,,,garden,,,,,,,,,,41.7176302,-88.1428177
307090926,way,parks,Sandy Dawe Memorial Butterfly Garden,,,garden,,,,,,,,,,41.7173473,-88.142895
311341732,way,parks,,,,nature_reserve,,,,,,,,https://fpdcc.com/,,41.4931925,-87.6540682
318557263,way,parks,Brook Crossings Park,,,park,,,,95th Street,1015,Naperville,,https://www.napervilleparks.org/parks/brookcrossings,,41.7124672,-88.1683252
318564385,way,parks,,,,playground,,,,,,,,,,41.7180781,-88.1738996
318578562,way,parks,,,,playground,,,,,,,,,,41.7062885,-88.1637113
322648598,way,parks,,,,playground,,,,,,,,,,41.6677137,-87.7672843
322648600,way,parks,Austin View Park,,,park,,,,,,,,,,41.6676126,-87.7671823
327498808,way,parks,Orland Grassland South,,,nature_reserve,,,,,,,,https://www.fpdcc.com/,,41.5610299,-87.8659437
334261547,way,parks,Desmond Field,,,park,,,,,,,,,,41.5358068,-88.0639031
337657812,way,parks,,,,nature_reserve,,,,,,,,,,41.4952457,-87.5555628
337659943,way,parks,,,,nature_reserve,,,,,,,,,,41.4900346,-87.5545829
337659944,way,parks,,,,nature_reserve,,,,,,,,,,41.4864913,-87.5524263
339622616,way,parks,Butterfield Creek Headwaters Land and Water Reserve,,,nature_reserve,,,,,,,,,,41.4955262,-87.7597562
339824764,way,parks,,,,nature_reserve,,,,,,,,,,41.4977193,-87.7607278
339824765,way,parks,,,,nature_reserve,,,,,,,,,,41.4980547,-87.7608036
339824768,way,parks,Dewey Helmick Nature Preserve Addition to Old Plank Road Prairie Nature Preserve Buffer,,,nature_reserve,,,,,,,,,,41.4991462,-87.7627286
339824769,way,parks,Dewey Helmick Nature Preserve Addition to Old Plank Road Prairie Nature Preserve Buffer,,,nature_reserve,,,,,,,,,,41.4991945,-87.7548456
339824770,way,parks,Old Plank Road Prairie Nature Preserve,,,nature_reserve,,,,,,,,,,41.4991624,-87.7475589
339824771,way,parks,Old Plank Road Prairie Nature Preserve,,,nature_reserve,,,,,,,,,,41.4991001,-87.7377605
346980312,way,parks,Morgan Park Sports Center Park,,,park,,,,South Western Avenue,11505,Chicago,,https://www.chicagoparkdistrict.com/parks/morgan-park-sports-center-park-no-577/,,41.6841424,-87.6804014
346980994,way,parks,Hegewisch Marsh,,,nature_reserve,,,,South Torrence Avenue,12298,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/hegewisch-marsh-park,,41.655448,-87.5657451
346982055,way,parks,Marian R. Byrnes Park,,,nature_reserve,,,,East 96th Street,1735,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/byrnes-marian-r-park,,41.7144166,-87.5767052
350951820,way,parks,Heron Pond,,,nature_reserve,,,,,,,,,,41.6716708,-87.5669903
351471607,way,parks,,,,playground,,,,,,,,,,41.6703995,-87.6312855
351472740,way,parks,,,,playground,,,,,,,,,,41.678426,-87.6547188
351670766,way,parks,,,,playground,,,,,,,,,,41.7187073,-87.6687841
352336637,way,parks,Wipfler Park,,,park,,,,,,,,https://bolingbrookparks.org/park/wipfler-park/,,41.7053943,-88.0456473
352336653,way,parks,,,,playground,,,,,,,,,,41.7050209,-88.0459988
352628963,way,parks,Pullman Park,,,park,,,,South Cottage Grove Avenue,11101,Chicago,,https://www.chicagoparkdistrict.com/parks-facilities/pullman-george-park,,41.6922797,-87.609583
352629125,way,parks,,,,garden,,,,,,,,,,41.6914133,-87.6087984
352655446,way,parks,,,,playground,,,,,,,,,,41.7247561,-87.6342628
352659599,way,parks,,,,playground,,,,,,,,,,41.7247152,-87.5977243
355130903,way,parks,,,,park,,,,,,,,,,41.2867252,-88.2021961
355130907,way,parks,,,,park,,,,,,,,,,41.2869281,-88.2049359
355130915,way,parks,,,,park,,,,,,,,,,41.2868373,-88.2072843
355130917,way,parks,,,,park,,,,,,,,,,41.2859071,-88.2060178
355130918,way,parks,,,,park,,,,,,,,,,41.2773414,-88.2068126
355130928,way,parks,,,,park,,,,,,,,,,41.2883216,-88.1966202
355130929,way,parks,,,,park,,,,,,,,,,41.2887127,-88.1965757
355130930,way,parks,,,,park,,,,,,,,,,41.2872256,-88.1953838
355558556,way,parks,,,,playground,,,,,,,,,,41.7397699,-87.6158837
355559672,way,parks,,,,playground,,,,,,,,,,41.7295806,-87.6114099
356178042,way,parks,,,,garden,,,,,,,,,,41.6216286,-87.9969114
356178046,way,parks,,,,garden,,,,,,,,,,41.6216125,-87.9974161
356179169,way,parks,,,,garden,,,,,,,,,,41.6213543,-87.9971162
357299392,way,parks,Central Park,,,park,,,,,,,,,,41.6587579,-87.6778912
357695986,way,parks,Harmon Park,,,park,,,,,,,,,,41.6198429,-87.6437879
357695994,way,parks,Lincoln Park,,,park,,,,,,,,,,41.6032859,-87.664224
360458133,way,parks,Calumet Park,,,park,,,,Calumet Boulevard,,Harvey,,,,41.628655,-87.6405856
360512940,way,parks,Holmes Park,,,park,,,,,,,,,,41.6024354,-87.6397592
360512941,way,parks,Taft Park,,,park,,,,,,,,,,41.5962285,-87.6328275
360905945,way,parks,,,,playground,,,,,,,,,,41.7060726,-87.6295547
360905947,way,parks,,,,playground,,,,,,,,,,41.7060828,-87.6289605
362848597,way,parks,,,,garden,,,,,,,,,,41.7003619,-87.607749
368854852,way,parks,Ivanhoe Park,,,park,,,,,,,,https://bolingbrookparks.org/park/ivanhoe-park/,,41.7094934,-88.062824
