zip,id,formattedA,addressLin,addressL_1,city,state,zipCode,county,latitude,longitude,propertyTy,listingTyp,bedrooms,bathrooms,squareFoot,lotSize,yearBuilt,status,price,listedDate,removedDat,daysOnMark,year
"1","16144-Bent-Grass-Dr,-Lockport,-IL-60441","16144 Bent Grass Dr, Lockport, IL 60441",16144 Bent Grass Dr,NA,Lockport,IL,"60441",Will,41.569800000000001,-88.011099999999999,Townhouse,Standard,"3","2.5",NA,"2100","2002",Inactive,"2700",2025-05-31T00:00:00.000Z,2025-07-10T00:00:00.000Z,"40",
"1","16318-S-Wheatgrass-St,-Lockport,-IL-60441","16318 S Wheatgrass St, Lockport, IL 60441",16318 S Wheatgrass St,NA,Lockport,IL,"60441",Will,41.590299999999999,-87.995099999999994,Townhouse,Standard,"2","3",NA,NA,NA,Inactive,"2800",2025-07-08T00:00:00.000Z,2025-07-09T00:00:00.000Z,"1",
"1","31-Bruce-Ct,-Apt-A,-Lockport,-IL-60441","31 Bruce Ct, Apt A, Lockport, IL 60441",31 Bruce Ct,Apt A,Lockport,IL,"60441",Will,41.570399999999999,-88.051900000000003,Condo,Standard,"2","1","950",NA,NA,Inactive,"2000",2025-07-02T00:00:00.000Z,2025-07-08T00:00:00.000Z,"6","2025"
"1","1522-S-Jefferson-St,-Unit-2,-Lockport,-IL-60441","1522 S Jefferson St, Unit 2, Lockport, IL 60441",1522 S Jefferson St,Unit 2,Lockport,IL,"60441",Will,41.581200000000003,-88.055999999999997,Apartment,Standard,"2","1","800",NA,NA,Inactive,"1375",2024-08-03T00:00:00.000Z,2025-07-05T00:00:00.000Z,"336","2024"
"1","407-S-Hamilton-St,-Lockport,-IL-60441","407 S Hamilton St, Lockport, IL 60441",407 S Hamilton St,NA,Lockport,IL,"60441",Will,41.593699999999998,-88.054100000000005,Multi-Family,Standard,"2","1.5","1600","7500","1960",Inactive,"2000",2025-06-23T00:00:00.000Z,2025-07-05T00:00:00.000Z,"12","2025"
"1","15119-W-Laurel-Ln,-Lockport,-IL-60441","15119 W Laurel Ln, Lockport, IL 60441",15119 W Laurel Ln,NA,Lockport,IL,"60441",Will,41.583100000000002,-87.985500000000002,Townhouse,Standard,"3","2.5","1517","3888","2006",Inactive,"2600",2025-06-02T00:00:00.000Z,2025-06-28T00:00:00.000Z,"26",
"1","1004-Thornton-St,---102,-Lockport,-IL-60441","1004 Thornton St, # 102, Lockport, IL 60441",1004 Thornton St,# 102,Lockport,IL,"60441",Will,41.597799999999999,-88.037999999999997,Single Family,Standard,"2","2","950",NA,NA,Inactive,"1395",2025-06-26T00:00:00.000Z,2025-06-27T00:00:00.000Z,"1","2025"
"1","16140-W-Switch-Grass-Rd,-Lockport,-IL-60441","16140 W Switch Grass Rd, Lockport, IL 60441",16140 W Switch Grass Rd,NA,Lockport,IL,"60441",Will,41.589700000000001,-88.010800000000003,Townhouse,Standard,"2","2.5","2050",NA,NA,Inactive,"2800",2025-06-14T00:00:00.000Z,2025-06-26T00:00:00.000Z,"12",
"1","16140-W-Switch-Grass-Rd,-Unit-Switch,-Lockport,-IL-60441","16140 W Switch Grass Rd, Unit Switch, Lockport, IL 60441",16140 W Switch Grass Rd,Unit Switch,Lockport,IL,"60441",Will,41.589700000000001,-88.010800000000003,Townhouse,Standard,"2","2.5","2050",NA,NA,Inactive,"2800",2025-06-13T00:00:00.000Z,2025-06-26T00:00:00.000Z,"13",
"1","1522-S-Jefferson-St,-Lockport,-IL-60441","1522 S Jefferson St, Lockport, IL 60441",1522 S Jefferson St,NA,Lockport,IL,"60441",Will,41.581099999999999,-88.055999999999997,Single Family,Standard,"2","1","800",NA,NA,Inactive,"1375",2024-08-03T00:00:00.000Z,2025-06-22T00:00:00.000Z,"323","2024"
"1","923-S-State-St,-Unit-104,-Lockport,-IL-60441","923 S State St, Unit 104, Lockport, IL 60441",923 S State St,Unit 104,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","621",NA,NA,Inactive,"1750",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-105,-Lockport,-IL-60441","923 S State St, Unit 105, Lockport, IL 60441",923 S State St,Unit 105,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"2","1.5","906",NA,NA,Inactive,"2350",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-103,-Lockport,-IL-60441","923 S State St, Unit 103, Lockport, IL 60441",923 S State St,Unit 103,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","686",NA,NA,Inactive,"1825",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-211,-Lockport,-IL-60441","923 S State St, Unit 211, Lockport, IL 60441",923 S State St,Unit 211,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","675",NA,NA,Inactive,"1825",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-209,-Lockport,-IL-60441","923 S State St, Unit 209, Lockport, IL 60441",923 S State St,Unit 209,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","725",NA,NA,Inactive,"1875",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-106,-Lockport,-IL-60441","923 S State St, Unit 106, Lockport, IL 60441",923 S State St,Unit 106,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","654",NA,NA,Inactive,"1775",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-210,-Lockport,-IL-60441","923 S State St, Unit 210, Lockport, IL 60441",923 S State St,Unit 210,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","668",NA,NA,Inactive,"1825",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","923-S-State-St,-Unit-101,-Lockport,-IL-60441","923 S State St, Unit 101, Lockport, IL 60441",923 S State St,Unit 101,Lockport,IL,"60441",Will,41.588900000000002,-88.057900000000004,Apartment,Standard,"1","1","667",NA,NA,Inactive,"1790",2025-06-19T00:00:00.000Z,2025-06-20T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---2-206,-Lockport,-IL-60441","14158 S Hilltop Ln, # 2-206, Lockport, IL 60441",14158 S Hilltop Ln,# 2-206,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1317",NA,NA,Inactive,"2498",2025-06-16T00:00:00.000Z,2025-06-17T00:00:00.000Z,"1","2025"
"1","16033-Tiger-Dr,-Lockport,-IL-60441","16033 Tiger Dr, Lockport, IL 60441",16033 Tiger Dr,NA,Lockport,IL,"60441",Will,41.569499999999998,-88.007999999999996,Townhouse,Standard,"2","1.5","1242",NA,"2000",Inactive,"2195",2025-06-02T00:00:00.000Z,2025-06-09T00:00:00.000Z,"7","2025"
"1","1016-S-State-St,-Unit-2,-Lockport,-IL-60441","1016 S State St, Unit 2, Lockport, IL 60441",1016 S State St,Unit 2,Lockport,IL,"60441",Will,41.587800000000001,-88.057900000000004,Apartment,Standard,"2","2","1250","4050","2023",Inactive,"2100",2025-05-01T00:00:00.000Z,2025-06-02T00:00:00.000Z,"32","2025"
"1","14158-S-Hilltop-Ln,---4-103,-Lockport,-IL-60441","14158 S Hilltop Ln, # 4-103, Lockport, IL 60441",14158 S Hilltop Ln,# 4-103,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1131",NA,NA,Inactive,"2349",2025-05-22T00:00:00.000Z,2025-05-23T00:00:00.000Z,"1","2025"
"1","1020-S-State-St,-Unit-1REAR,-Lockport,-IL-60441","1020 S State St, Unit 1REAR, Lockport, IL 60441",1020 S State St,Unit 1REAR,Lockport,IL,"60441",Will,41.587699999999998,-88.057900000000004,Single Family,Standard,"2","1","800","1200",NA,Inactive,"1350",2025-05-16T00:00:00.000Z,2025-05-23T00:00:00.000Z,"7","2025"
"1","1053-Ashley-Ct-S,-Apt-2B,-Lockport,-IL-60441","1053 Ashley Ct S, Apt 2B, Lockport, IL 60441",1053 Ashley Ct S,Apt 2B,Lockport,IL,"60441",Will,41.591500000000003,-88.037300000000002,Condo,Standard,"2","2","1050",NA,"2005",Inactive,"1800",2025-04-16T00:00:00.000Z,2025-05-19T00:00:00.000Z,"33","2025"
"1","16430-Teton-Dr,-Lockport,-IL-60441","16430 Teton Dr, Lockport, IL 60441",16430 Teton Dr,NA,Lockport,IL,"60441",Will,41.570399999999999,-88.017099999999999,Condo,Standard,"2","1.5",NA,NA,NA,Inactive,"2200",2025-05-01T00:00:00.000Z,2025-05-13T00:00:00.000Z,"12","2025"
"1","1006-Thornton-St,-Apt-A,-Lockport,-IL-60441","1006 Thornton St, Apt A, Lockport, IL 60441",1006 Thornton St,Apt A,Lockport,IL,"60441",Will,41.597799999999999,-88.037499999999994,Single Family,Standard,"3","1.5","1200","2400","1972",Inactive,"2200",2025-05-08T00:00:00.000Z,2025-05-12T00:00:00.000Z,"4","2025"
"1","1612-Madison-St,-Lockport,-IL-60441","1612 Madison St, Lockport, IL 60441",1612 Madison St,NA,Lockport,IL,"60441",Will,41.579799999999999,-88.054900000000004,Condo,Standard,"2","1","1200",NA,NA,Inactive,"1700",2022-03-22T00:00:00.000Z,2025-05-09T00:00:00.000Z,"1144","0"
"1","16430-Teton-Dr,-Unit-16430,-Lockport,-IL-60441","16430 Teton Dr, Unit 16430, Lockport, IL 60441",16430 Teton Dr,Unit 16430,Lockport,IL,"60441",Will,41.570399999999999,-88.017099999999999,Single Family,Standard,"2","1.5","915",NA,"1998",Inactive,"2200",2025-03-18T00:00:00.000Z,2025-05-08T00:00:00.000Z,"51","2025"
"1","225-Reverend-Walton-Dr,-Lockport,-IL-60441","225 Reverend Walton Dr, Lockport, IL 60441",225 Reverend Walton Dr,NA,Lockport,IL,"60441",Will,41.557099999999998,-88.065200000000004,Single Family,Standard,"3","1","1152",NA,NA,Inactive,"1595",2025-05-05T00:00:00.000Z,2025-05-06T00:00:00.000Z,"1","2025"
"1","2022-Lawrence-Ave,-Apt-6,-Lockport,-IL-60441","2022 Lawrence Ave, Apt 6, Lockport, IL 60441",2022 Lawrence Ave,Apt 6,Lockport,IL,"60441",Will,41.576000000000001,-88.054000000000002,Single Family,Standard,"2","1","950","19680","1976",Inactive,"1675",2024-12-22T00:00:00.000Z,2025-05-06T00:00:00.000Z,"135","2024"
"1","2022-Lawrence-Ave,-Apt-7,-Lockport,-IL-60441","2022 Lawrence Ave, Apt 7, Lockport, IL 60441",2022 Lawrence Ave,Apt 7,Lockport,IL,"60441",Will,41.576000000000001,-88.054000000000002,Single Family,Standard,"2","1","950","19680","1976",Inactive,"1675",2025-04-01T00:00:00.000Z,2025-05-06T00:00:00.000Z,"35","2025"
"1","16534-W-146th-Pl,-Lockport,-IL-60441","16534 W 146th Pl, Lockport, IL 60441",16534 W 146th Pl,NA,Lockport,IL,"60441",Will,41.621800000000000,-88.021400000000000,Single Family,Standard,"4","2","1532",NA,"1957",Inactive,"2600",2025-04-26T00:00:00.000Z,2025-05-04T00:00:00.000Z,"8",
"1","225-Rev-Walton-Dr,-Lockport,-IL-60441","225 Rev Walton Dr, Lockport, IL 60441",225 Rev Walton Dr,NA,Lockport,IL,"60441",Will,41.557099999999998,-88.065200000000004,Apartment,Standard,"3","1","1152",NA,NA,Inactive,"1595",2025-02-17T00:00:00.000Z,2025-05-03T00:00:00.000Z,"75","2025"
"1","14158-S-Hilltop-Ln,---7-106,-Lockport,-IL-60441","14158 S Hilltop Ln, # 7-106, Lockport, IL 60441",14158 S Hilltop Ln,# 7-106,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1131",NA,NA,Inactive,"2901",2025-04-30T00:00:00.000Z,2025-05-01T00:00:00.000Z,"1",
"1","14158-S-Hilltop-Ln,---4-208,-Lockport,-IL-60441","14158 S Hilltop Ln, # 4-208, Lockport, IL 60441",14158 S Hilltop Ln,# 4-208,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1135",NA,NA,Inactive,"2839",2025-04-30T00:00:00.000Z,2025-05-01T00:00:00.000Z,"1",
"1","14158-S-Hilltop-Ln,---3-207,-Lockport,-IL-60441","14158 S Hilltop Ln, # 3-207, Lockport, IL 60441",14158 S Hilltop Ln,# 3-207,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","836",NA,NA,Inactive,"2432",2025-04-30T00:00:00.000Z,2025-05-01T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---11-205,-Lockport,-IL-60441","14158 S Hilltop Ln, # 11-205, Lockport, IL 60441",14158 S Hilltop Ln,# 11-205,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1317",NA,NA,Inactive,"3139",2025-04-30T00:00:00.000Z,2025-05-01T00:00:00.000Z,"1",
"1","14158-S-Hilltop-Ln,---8-308,-Lockport,-IL-60441","14158 S Hilltop Ln, # 8-308, Lockport, IL 60441",14158 S Hilltop Ln,# 8-308,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","804",NA,NA,Inactive,"2420",2025-04-30T00:00:00.000Z,2025-05-01T00:00:00.000Z,"1","2025"
"1","1503-West-St,-Unit-1,-Lockport,-IL-60441","1503 West St, Unit 1, Lockport, IL 60441",1503 West St,Unit 1,Lockport,IL,"60441",Will,41.581699999999998,-88.052499999999995,Apartment,Standard,"2","1","1000","600",NA,Inactive,"1800",2025-04-11T00:00:00.000Z,2025-05-01T00:00:00.000Z,"20","2025"
"1","1503-West-St,-Unit-2,-Lockport,-IL-60441","1503 West St, Unit 2, Lockport, IL 60441",1503 West St,Unit 2,Lockport,IL,"60441",Will,41.581699999999998,-88.052499999999995,Apartment,Standard,"2","1","1000","600",NA,Inactive,"1800",2025-04-12T00:00:00.000Z,2025-05-01T00:00:00.000Z,"19","2025"
"1","104-S-Jefferson-St,-Unit-A,-Lockport,-IL-60441","104 S Jefferson St, Unit A, Lockport, IL 60441",104 S Jefferson St,Unit A,Lockport,IL,"60441",Will,41.596899999999998,-88.048599999999993,Multi-Family,Standard,"2","1","1000",NA,NA,Inactive,"1800",2025-04-19T00:00:00.000Z,2025-04-28T00:00:00.000Z,"9","2025"
"1","504-E-North-St,-Unit-A,-Lockport,-IL-60441","504 E North St, Unit A, Lockport, IL 60441",504 E North St,Unit A,Lockport,IL,"60441",Will,41.603700000000003,-88.046199999999999,Multi-Family,Standard,"2","1","1100","50000",NA,Inactive,"1750",2025-04-19T00:00:00.000Z,2025-04-25T00:00:00.000Z,"6","2025"
"1","229-Hughes-Ave,-Lockport,-IL-60441","229 Hughes Ave, Lockport, IL 60441",229 Hughes Ave,NA,Lockport,IL,"60441",Will,41.570799999999998,-88.063900000000004,Single Family,Standard,"3","1.5","1300",NA,NA,Inactive,"2200",2025-04-23T00:00:00.000Z,2025-04-24T00:00:00.000Z,"1","2025"
"1","16472-Teton-Dr,-Unit-D,-Lockport,-IL-60441","16472 Teton Dr, Unit D, Lockport, IL 60441",16472 Teton Dr,Unit D,Lockport,IL,"60441",Will,41.570500000000003,-88.018699999999995,Townhouse,Standard,"4","2.5","1850",NA,"1996",Inactive,"2500",2025-04-15T00:00:00.000Z,2025-04-23T00:00:00.000Z,"8","2025"
"1","320-E-13th-St,-Unit-B,-Lockport,-IL-60441","320 E 13th St, Unit B, Lockport, IL 60441",320 E 13th St,Unit B,Lockport,IL,"60441",Will,41.584400000000002,-88.055599999999998,Apartment,Standard,"2","1","1100","3266",NA,Inactive,"1200",2025-04-15T00:00:00.000Z,2025-04-21T00:00:00.000Z,"6","2025"
"1","14956-Archer-Ave,-Unit-1,-Lockport,-IL-60441","14956 Archer Ave, Unit 1, Lockport, IL 60441",14956 Archer Ave,Unit 1,Lockport,IL,"60441",Will,41.614199999999997,-88.038700000000006,Apartment,Standard,"3","2","1100",NA,NA,Inactive,"2300",2025-03-13T00:00:00.000Z,2025-04-14T00:00:00.000Z,"32","2025"
"1","14158-S-Hilltop-Ln,---6-308,-Lockport,-IL-60441","14158 S Hilltop Ln, # 6-308, Lockport, IL 60441",14158 S Hilltop Ln,# 6-308,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","804",NA,NA,Inactive,"2301",2025-04-12T00:00:00.000Z,2025-04-13T00:00:00.000Z,"1","2025"
"1","16428-W-147th-Pl,-Lockport,-IL-60441","16428 W 147th Pl, Lockport, IL 60441",16428 W 147th Pl,NA,Lockport,IL,"60441",Will,41.620800000000003,-88.018699999999995,Single Family,Standard,"3","1","1028",NA,NA,Inactive,"2400",2025-03-14T00:00:00.000Z,2025-04-13T00:00:00.000Z,"30","2025"
"1","810-Macgregor-Rd,-Lockport,-IL-60441","810 Macgregor Rd, Lockport, IL 60441",810 Macgregor Rd,NA,Lockport,IL,"60441",Will,41.608300000000000,-88.035899999999998,Single Family,Standard,"3","2.5","1800","7250","1985",Inactive,"2950",2025-04-01T00:00:00.000Z,2025-04-13T00:00:00.000Z,"12",
"1","14761-High-Rd,-Lockport,-IL-60441","14761 High Rd, Lockport, IL 60441",14761 High Rd,NA,Lockport,IL,"60441",Will,41.617300000000000,-88.045599999999993,Single Family,Standard,"2","1","864",NA,"1948",Inactive,"1900",2025-03-21T00:00:00.000Z,2025-04-06T00:00:00.000Z,"16","2025"
"1","556-Charles-St,-Lockport,-IL-60441","556 Charles St, Lockport, IL 60441",556 Charles St,NA,Lockport,IL,"60441",Will,41.577100000000002,-88.052599999999998,Multi-Family,Standard,"2","1","1080","4500","1974",Inactive,"1650",2025-03-30T00:00:00.000Z,2025-04-06T00:00:00.000Z,"7","2025"
"1","2118-Austrian-Pine-St,-Unit-2118,-Lockport,-IL-60441","2118 Austrian Pine St, Unit 2118, Lockport, IL 60441",2118 Austrian Pine St,Unit 2118,Lockport,IL,"60441",Will,41.575600000000001,-88.050299999999993,Townhouse,Standard,"2","2.5","1484",NA,NA,Inactive,"2495",2025-03-20T00:00:00.000Z,2025-04-03T00:00:00.000Z,"14","2025"
"1","545-E-Division-St,-Lockport,-IL-60441","545 E Division St, Lockport, IL 60441",545 E Division St,NA,Lockport,IL,"60441",Will,41.582299999999996,-88.052400000000006,Single Family,Standard,"3","1","1000",NA,NA,Inactive,"2350",2025-04-01T00:00:00.000Z,2025-04-02T00:00:00.000Z,"1","2025"
"1","1315-Argo-Ln,-Apt-4,-Lockport,-IL-60441","1315 Argo Ln, Apt 4, Lockport, IL 60441",1315 Argo Ln,Apt 4,Lockport,IL,"60441",Will,41.598799999999997,-88.027799999999999,Apartment,Standard,"2","1",NA,NA,NA,Inactive,"1335",2024-12-12T00:00:00.000Z,2025-03-22T00:00:00.000Z,"100","2024"
"1","109-E-9th-St,-Unit-107A,-Lockport,-IL-60441","109 E 9th St, Unit 107A, Lockport, IL 60441",109 E 9th St,Unit 107A,Lockport,IL,"60441",Will,41.589100000000002,-88.057000000000002,Apartment,Standard,"1","1","800",NA,NA,Inactive,"1650",2025-03-01T00:00:00.000Z,2025-03-21T00:00:00.000Z,"20","2025"
"1","14857-W-Victoria-Crossing-Way,-Lockport,-IL-60441","14857 W Victoria Crossing Way, Lockport, IL 60441",14857 W Victoria Crossing Way,NA,Lockport,IL,"60441",Will,41.587299999999999,-87.979699999999994,Townhouse,Standard,"2","1.5","1208",NA,"2001",Inactive,"2400",2025-03-11T00:00:00.000Z,2025-03-17T00:00:00.000Z,"6","2025"
"1","1302-S-State-St,-Apt-1,-Lockport,-IL-60441","1302 S State St, Apt 1, Lockport, IL 60441",1302 S State St,Apt 1,Lockport,IL,"60441",Will,41.584899999999998,-88.059200000000004,Single Family,Standard,"3","1",NA,NA,NA,Inactive,"1995",2025-01-02T00:00:00.000Z,2025-03-16T00:00:00.000Z,"73","2025"
"1","2650-Brown-St,-Lockport,-IL-60441","2650 Brown St, Lockport, IL 60441",2650 Brown St,NA,Lockport,IL,"60441",Will,41.570700000000002,-88.056799999999996,Single Family,Standard,"5","3.5","3000",NA,"1994",Inactive,"5000",2025-01-31T00:00:00.000Z,2025-03-15T00:00:00.000Z,"43",
"1","1311-S-State-St,-Apt-2,-Lockport,-IL-60441","1311 S State St, Apt 2, Lockport, IL 60441",1311 S State St,Apt 2,Lockport,IL,"60441",Will,41.584899999999998,-88.059899999999999,Condo,Standard,"2","1",NA,NA,NA,Inactive,"1525",2024-07-29T00:00:00.000Z,2025-03-12T00:00:00.000Z,"226","2024"
"1","1302-S-State-St,-Apt-2S,-Lockport,-IL-60441","1302 S State St, Apt 2S, Lockport, IL 60441",1302 S State St,Apt 2S,Lockport,IL,"60441",Will,41.584899999999998,-88.059200000000004,Single Family,Standard,"1","1",NA,NA,NA,Inactive,"1295",2024-10-29T00:00:00.000Z,2025-03-12T00:00:00.000Z,"134","2024"
"1","1033-Ashley-Ct-S,-Apt-1B,-Lockport,-IL-60441","1033 Ashley Ct S, Apt 1B, Lockport, IL 60441",1033 Ashley Ct S,Apt 1B,Lockport,IL,"60441",Will,41.591000000000001,-88.037899999999993,Condo,Standard,"2","2","1155",NA,"2004",Inactive,"1775",2024-12-05T00:00:00.000Z,2025-03-07T00:00:00.000Z,"92","2024"
"1","14158-S-Hilltop-Ln,---2-301,-Lockport,-IL-60441","14158 S Hilltop Ln, # 2-301, Lockport, IL 60441",14158 S Hilltop Ln,# 2-301,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","804",NA,NA,Inactive,"2143",2025-03-04T00:00:00.000Z,2025-03-05T00:00:00.000Z,"1","2025"
"1","1302-S-State-St,-Apt-2N,-Lockport,-IL-60441","1302 S State St, Apt 2N, Lockport, IL 60441",1302 S State St,Apt 2N,Lockport,IL,"60441",Will,41.584899999999998,-88.059200000000004,Single Family,Standard,"1","1",NA,NA,NA,Inactive,"1295",2024-10-29T00:00:00.000Z,2025-02-28T00:00:00.000Z,"122","2024"
"1","14158-S-Hilltop-Ln,---5-202,-Lockport,-IL-60441","14158 S Hilltop Ln, # 5-202, Lockport, IL 60441",14158 S Hilltop Ln,# 5-202,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","836",NA,NA,Inactive,"2142",2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---10-307,-Lockport,-IL-60441","14158 S Hilltop Ln, # 10-307, Lockport, IL 60441",14158 S Hilltop Ln,# 10-307,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","836",NA,NA,Inactive,"2172",2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---4-302,-Lockport,-IL-60441","14158 S Hilltop Ln, # 4-302, Lockport, IL 60441",14158 S Hilltop Ln,# 4-302,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","836",NA,NA,Inactive,"2138",2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---7-102,-Lockport,-IL-60441","14158 S Hilltop Ln, # 7-102, Lockport, IL 60441",14158 S Hilltop Ln,# 7-102,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","836",NA,NA,Inactive,"2147",2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---3-201,-Lockport,-IL-60441","14158 S Hilltop Ln, # 3-201, Lockport, IL 60441",14158 S Hilltop Ln,# 3-201,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","804",NA,NA,Inactive,"2107",2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,"1","2025"
"1","14158-S-Hilltop-Ln,---1-208,-Lockport,-IL-60441","14158 S Hilltop Ln, # 1-208, Lockport, IL 60441",14158 S Hilltop Ln,# 1-208,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"1","1","804",NA,NA,Inactive,"1810",2025-02-04T00:00:00.000Z,2025-02-05T00:00:00.000Z,"1","2025"
"1","209-E-19-St,-Unit-209,-Lockport,-IL-60441","209 E 19 St, Unit 209, Lockport, IL 60441",209 E 19 St,Unit 209,Lockport,IL,"60441",Will,41.578299999999999,-88.060599999999994,Single Family,Standard,"2","1","950","6720","1965",Inactive,"1650",2024-12-02T00:00:00.000Z,2025-02-02T00:00:00.000Z,"62","2024"
"1","14158-S-Hilltop-Ln,---4-201,-Lockport,-IL-60441","14158 S Hilltop Ln, # 4-201, Lockport, IL 60441",14158 S Hilltop Ln,# 4-201,Lockport,IL,"60441",Will,41.629199999999997,-88.013700000000000,Apartment,Standard,"2","2","1135",NA,NA,Inactive,"3062",2025-01-29T00:00:00.000Z,2025-01-30T00:00:00.000Z,"1",
"1","306-E-8th-St,-Lockport,-IL-60441","306 E 8th St, Lockport, IL 60441",306 E 8th St,NA,Lockport,IL,"60441",Will,41.589799999999997,-88.053399999999996,Single Family,Standard,"2","1","830",NA,NA,Inactive,"1800",2025-01-27T00:00:00.000Z,2025-01-28T00:00:00.000Z,"1","2025"
"1","327-S-State-St,-Apt-1,-Lockport,-IL-60441","327 S State St, Apt 1, Lockport, IL 60441",327 S State St,Apt 1,Lockport,IL,"60441",Will,41.594900000000003,-88.055199999999999,Single Family,Standard,"1","1",NA,"12500","1915",Inactive,"1200",2025-01-11T00:00:00.000Z,2025-01-28T00:00:00.000Z,"17","2025"
"1","1525-Madison-St,-Lockport,-IL-60441","1525 Madison St, Lockport, IL 60441",1525 Madison St,NA,Lockport,IL,"60441",Will,41.581099999999999,-88.055000000000007,Single Family,Standard,"3","1",NA,"6765",NA,Inactive,"1900",2025-01-21T00:00:00.000Z,2025-01-26T00:00:00.000Z,"5","2025"
"1","602-S-State-St,-Unit-2,-Lockport,-IL-60441","602 S State St, Unit 2, Lockport, IL 60441",602 S State St,Unit 2,Lockport,IL,"60441",Will,41.592199999999998,-88.055800000000005,Apartment,Standard,"1","1","700","6750",NA,Inactive,"1250",2024-09-19T00:00:00.000Z,2025-01-25T00:00:00.000Z,"128","2024"
"1","203-Connor-Ave,-Lockport,-IL-60441","203 Connor Ave, Lockport, IL 60441",203 Connor Ave,NA,Lockport,IL,"60441",Will,41.569899999999997,-88.065799999999996,Single Family,Standard,"2","1","1000",NA,NA,Inactive,"1700",2025-01-22T00:00:00.000Z,2025-01-23T00:00:00.000Z,"1","2025"
"1","629-Clinton-St,-Apt-2,-Lockport,-IL-60441","629 Clinton St, Apt 2, Lockport, IL 60441",629 Clinton St,Apt 2,Lockport,IL,"60441",Will,41.592300000000002,-88.058999999999997,Single Family,Standard,"2","1","600",NA,NA,Inactive,"1670",2025-01-19T00:00:00.000Z,2025-01-20T00:00:00.000Z,"1","2025"
"1","1044-Ashley-Ct-N,-Apt-2B,-Lockport,-IL-60441","1044 Ashley Ct N, Apt 2B, Lockport, IL 60441",1044 Ashley Ct N,Apt 2B,Lockport,IL,"60441",Will,41.592700000000001,-88.037599999999998,Condo,Standard,"2","2","1100",NA,NA,Inactive,"1800",2024-12-17T00:00:00.000Z,2025-01-18T00:00:00.000Z,"32","2024"
